,Artist,Title,emotion,calm,sorrow,power,joy,romance
578,Taylor Swift,Umbrella (Live from SoHo),joy,0.001088238,0.387096774,0.000228484,0.516129032,0.9930623
579,Taylor Swift,One Way Ticket,joy,0.533333333,0.383333333,0.088785715,0.82515174,0.083333333
580,Nicki Minaj,Super Bass (Edited),joy,0.014014365,0.016666667,0.3268854,0.6564781,0.8
581,Lady Gaga,The Sound of Music Medley,joy,0.45884332,0.283333333,0.133333333,0.5150746,0.283333333
582,Eminem,I’m Shady (Snippet),joy,0.017896926,0.083333333,0.833333333,0.9422872,0.000520028
583,Taylor Swift,Begin Again,joy,0.17141677,0.283333333,0.005821088,0.55,0.4197726
584,Eminem,We Made You,joy,0.05244451,0.05,0.733333333,0.92600083,0.15
585,Lady Gaga,Applause - Come To Mama - Edge Of Glory - Born This Way (ACT IV),joy,0.020543518,0.016666667,0.216666667,0.5749631,0.766666667
586,Eminem,Rap City 2013 Acapella,joy,0.029411765,0.441176471,0.029411765,0.9790779,0.029411765
587,Lady Gaga,Highway Unicorn (Road to Love),joy,0.033333333,0.003103299,0.066666667,0.9046792,0.783333333
588,Eminem,Baruch College Session,joy,0.193548387,0.548387097,0.1512451,0.66430026,0.000982533
589,Taylor Swift,Stay Stay Stay,joy,0.018437695,0.422179,0.066666667,0.333333333,0.54596746
590,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco) (Live From The Billboard Music Awards),joy,0.14241746,0.166666667,0.333333333,0.5154382,0.3044149
591,Justin Bieber,What Do You Mean? (Capital Kings Remix),joy,0.05,0.416666667,0.74028033,0.15,0.09431429
592,Taylor Swift,Sparks Fly (Live/2011),joy,0.033333333,0.012276238,0.583333333,0.133333333,0.97886467
593,Nicki Minaj,Peppermint,joy,0.005455364,0.000701594,0.1,0.9660664,0.783333333
594,Selena Gomez,Magic,joy,0.14430627,0.075471698,0.471698113,0.8100228,0.358490566
595,Taylor Swift,Lucky You,joy,0.033333333,0.15,0.15,0.9486122,0.333333333
596,Taylor Swift,The Sweet Escape (Live/2011),joy,0.137254902,0.176470588,0.029336166,0.607843137,0.8549496
597,Taylor Swift,Fearless,joy,0.005664336,0.066666667,0.216666667,0.25,0.7703243
598,Taylor Swift,I Wished On A Plane,joy,0.033333333,0.1,0.8,0.066666667,0.86155874
599,Eminem,It’s the real slim shady,joy,0.014705366,0.104102224,0.7855606,0.15,0.666666667
600,Lady Gaga,Christmas Tree (Demo),joy,0.00295557,0.047619048,0.428571429,0.90748274,0.380952381
601,Taylor Swift,ME!,joy,0.14241746,0.083333333,0.2,0.5154382,0.383333333
602,Taylor Swift,Til Brad Pitt Comes Along,joy,0.001834235,0.083333333,0.066666667,0.55,0.9783635
603,Lady Gaga,Super Lover,joy,0.00646702,0.000456996,0.066666667,0.9841792,0.75
604,Lady Gaga,Boys Boys Boys,joy,0.000838509,0.000311793,0.55,0.9931386,0.316666667
605,Taylor Swift,Paper Rings,joy,0.002020974,0.233333333,0.3,0.35,0.99094546
606,Justin Bieber,It’s Working,joy,0.1,0.89318913,0.066666667,0.1,0.316666667
607,Justin Bieber,Peaches*,joy,0.016744647,0.4,0.33596754,0.6435693,0.15
608,Taylor Swift,You Need To Calm Down (Clean Bandit Remix),joy,0.034003135,0.2061704,0.48126546,0.383333333,0.216666667
609,Taylor Swift,Santa Baby,joy,0.010705014,0.2,0.15,0.97805756,0.35
610,Billie Eilish,​bitches broken hearts,joy,0.389830508,0.9086446,0.016949153,0.033898305,0.203389831
611,Taylor Swift,Permanent Marker,joy,0.016666667,0.59922314,0.25,0.15,0.36597294
612,Lady Gaga,LoveGame - Robots To Mars Remix,joy,0.017580854,0.005262818,0.65,0.5517985,0.42315215
613,Lady Gaga,New York Girls,joy,0.233333333,0.466666667,0.09161899,0.5426882,0.266666667
614,Selena Gomez,Everything Is Not As It Seems,joy,0.111235134,0.0967149,0.6269514,0.576271186,0.186440678
615,Taylor Swift,long story short,joy,0.2527087,0.52113897,0.5,0.16781479,0.033333333
616,Lady Gaga,Again Again,joy,0.233333333,0.466666667,0.033333333,0.00364574,0.9840546
617,Selena Gomez,Stars Dance,joy,0.002190996,0.000385136,0.083333333,0.75,0.97891927
618,Lady Gaga,Hey Girl,joy,0.05,0.083333333,0.4,0.15,0.86546475
619,Eminem,Eminem Freestyle On The Farmclub,joy,0.005062632,0.083333333,0.25,0.9529084,0.066666667
620,Post Malone,Congratulations (Remix),joy,0.016666667,0.15,0.516666667,0.97033083,0.166666667
621,Eminem,So Many Styles,joy,0.006451717,0.040816327,0.836734694,0.9657137,0.081632653
622,Maroon 5,What Lovers Do,joy,0.016666667,0.05,0.533333333,0.233333333,0.9436345
623,Eminem,Food Stamp (Phone Tap Freestyle),joy,0.010320924,0.001721535,0.13130413,0.8556894,0.333333333
624,Lady Gaga,Sophie Produced Song,joy,0.47831467,0.092934154,0.339622642,0.08411627,0.58490566
625,Taylor Swift,Welcome to New York,joy,0.08349359,0.066666667,0.266666667,0.9036351,0.55
626,Selena Gomez,Save the Day,joy,0.011409833,0.05,0.233333333,0.4,0.94966227
627,Lady Gaga,Putash,joy,0.016666667,0.004821712,0.1,0.9298664,0.766666667
628,Taylor Swift,How You Get the Girl,joy,0.033333333,0.083333333,0.383333333,0.1,0.8588458
629,Taylor Swift,The Best Day,joy,0.016666667,0.35,0.033333333,0.4,0.5991188
630,Taylor Swift,Playlist by ME!,joy,0.08612917,0.083333333,0.2,0.8225976,0.383333333
631,Nicki Minaj,Pound the Alarm (Liam Keegan mix),joy,0.005492192,0.000469196,0.516666667,0.9704836,0.283333333
632,Taylor Swift,Sunshine,joy,0.27493927,0.137931034,0.11270359,0.482758621,0.28798455
633,Eminem,1998 Wake Up Show Freestyle,joy,0.057902798,0.005293201,0.333333333,0.87209105,0.133333333
634,Justin Bieber,Got Me One*,joy,0.07841661,0.002886708,0.57403904,0.566666667,0.25
635,Justin Bieber,Intentions (Acoustic),joy,0.19644523,0.240740741,0.018518519,0.15266594,0.62057054
636,Justin Bieber,Can’t Wait,joy,0.011247982,0.016666667,0.216666667,0.333333333,0.96415806
637,Eminem,Take The World With Me,joy,0.02967656,0.033333333,0.8,0.7133045,0.166666667
638,Maroon 5,Little of Your Time (Bloodshy & Avant Remix),joy,0.015012906,0.67653245,0.716666667,0.083333333,0.29749024
639,Lady Gaga,Do What U Want (Steven Redant Madrid Club Remix),joy,0.016666667,0.133333333,0.10991041,0.8384109,0.5
640,Lady Gaga,Dancin' in Circles,joy,0.21199284,0.016666667,0.583333333,0.7567678,0.15
641,Justin Bieber,Infectious,joy,0.094339623,0.169811321,0.70056206,0.264150943,0.132075472
642,Lady Gaga,Replay,joy,0.233333333,0.8096457,0.12231424,0.007838809,0.266666667
643,Nicki Minaj,Fly (Super Clean Edit),joy,0.028273694,0.083333333,0.85632426,0.216666667,0.65
644,Lady Gaga,"Go, Go, Go (Demo)",joy,0.016666667,0.133333333,0.633333333,0.942016,0.116666667
645,Taylor Swift,Shake It Off,joy,0.073563986,0.014827983,0.7,0.7292324,0.233333333
646,Justin Bieber,Up,joy,0.05,0.002946808,0.15,0.116666667,0.8543563
647,Eminem,Beautiful,joy,0.02763129,0.883333333,0.083333333,0.029308222,0.30162045
648,Lady Gaga,Boys Boys Boys (Manhattan Clique),joy,0.000639409,0.116666667,0.416666667,0.98748326,0.133333333
649,Nicki Minaj,Va Va Voom,joy,0.016666667,0.35,0.233333333,0.770026,0.333333333
650,Maroon 5,Don’t Wanna Know (Fareoh Remix),joy,0.005104817,0.6007449,0.283333333,0.266666667,0.38931146
651,Lady Gaga,"Eh, Eh (Nothing Else I Can Say)",joy,0.025802374,0.3487729,0.333333333,0.416666667,0.57651585
652,Eminem,Step Right Up,joy,0.066666667,0.15,0.65,0.93919194,0.116666667
653,Nicki Minaj,It's My Party,joy,0.05,0.1,0.283333333,0.93914306,0.4
654,Justin Bieber,Beauty and a Beat,joy,0.604166667,0.125,0.020833333,0.9001176,0.25
655,Maroon 5,Sugar (Remix),joy,0.033333333,0.183333333,0.283333333,0.93844604,0.216666667
656,Post Malone,Magic,joy,0.033333333,0.233333333,0.166666667,0.9768952,0.15
657,Eminem,Drop It Like It’s Hot Freestyle,joy,0.009422855,0.016666667,0.433333333,0.94678587,0.05
658,Eminem,My Name Is,joy,0.00209665,0.003230593,0.4,0.9527838,0.05
659,Justin Bieber,Hotline Bling (Remix),joy,0.033898305,0.09238345,0.237288136,0.288135593,0.8994062
660,Eminem,Any Word Freestyle,joy,0.006326393,0.043478261,0.130434783,0.9331386,0.001708996
661,Eminem,XL Show Freestyle,joy,0.023255814,0.00099278,0.17773515,0.953488372,0.002443298
662,Lady Gaga,Rain On Me (Demo Solo),joy,0.025779847,0.03366935,0.23233573,0.704396,0.066666667
663,Selena Gomez,Everything Is Not What It Seems (Wizards of Waverly Place Full Theme Song),joy,0.06717374,0.46113566,0.38344035,0.576271186,0.186440678
664,Eminem,My Fault (Pizza Mix),joy,0.05,0.52374035,0.166666667,0.616666667,0.166666667
665,Eminem,Shade 45 Freestyle,joy,0.022832405,0.783333333,0.05854106,0.9154514,0.083333333
666,Taylor Swift,American Girl,joy,0.13200626,0.4446177,0.27718776,0.233333333,0.466666667
667,Justin Bieber,Beauty And A Beat  (Wideboys Club Mix),joy,0.013450222,0.166666667,0.316666667,0.8678205,0.4
668,Eminem,Freestyle (Light Speed),joy,0.04628203,0.016666667,0.816666667,0.24958627,0.000404139
669,Lady Gaga,"Eh, Eh (Nothing Else I Can Say) (Pet Shop Boys Radio Mix)",joy,0.011209035,0.25862069,0.293103448,0.87656116,0.100649774
670,Lady Gaga,Starstruck,joy,0.004121801,0.00031581,0.056603774,0.988648,0.830188679
671,Nicki Minaj,Pound the alarm - album version (edited),joy,0.004476849,0.1,0.466666667,0.9837372,0.116666667
672,Eminem,The Half-Time Show Freestyle,joy,0.05214451,0.001453625,0.6468299,0.2991816,0.616666667
673,Selena Gomez,Music Feels Better,joy,0.033333333,0.016666667,0.266666667,0.266666667,0.99358517
674,Post Malone,Feel (Demo),joy,0.45300817,0.35,0.22032148,0.2951407,0.35
675,Nicki Minaj,Wheel of Freestyle,joy,0.007145838,0.016666667,0.06712049,0.9231498,0.866666667
676,Post Malone,Easier,joy,0.043967456,0.15,0.183333333,0.89458513,0.166666667
677,Taylor Swift,Everything Has Changed,joy,0.083333333,0.2,0.016666667,0.133333333,0.96342975
678,Selena Gomez,Shake It Up,joy,0.09854397,0.033333333,0.25,0.8656573,0.3
679,Justin Bieber,Meet Me At The Club*,joy,0.005413556,0.066666667,0.35,0.8737323,0.416666667
680,Eminem,"1997 Freestyle Live at Wetlands, NYC",joy,0.016666667,0.083333333,0.10921258,0.87564296,0.133333333
681,Eminem,Rap City Freestyle,joy,0.210526316,0.122807018,0.43017584,0.43250164,0.157894737
682,Eminem,C’mon Everybody,joy,0.083333333,0.216666667,0.079587124,0.910408,0.183333333
683,Lady Gaga,Dirty Ice Cream,joy,0.19827898,0.16275387,0.307692308,0.365384615,0.5350958
684,Justin Bieber,California Cruisin’,joy,0.05,0.2,0.5,0.9698174,0.25
685,Lady Gaga,So Happy I Could Die,joy,0.03841225,0.2,0.066666667,0.683333333,0.5275097
686,Nicki Minaj,Pound the Alarm (Jelfa mix),joy,0.005492192,0.000469196,0.02202231,0.9704836,0.001532675
687,Eminem,Starting To Look Like An M&M!,joy,0.010068871,0.001053392,0.6,0.8258596,0.066666667
688,Nicki Minaj,I Get Crazy,joy,0.007381124,0.083333333,0.783333333,0.72942626,0.083333333
689,Lady Gaga,Oh Baby (Demo),joy,0.15,0.116666667,0.483333333,0.85655797,0.166666667
690,Maroon 5,This Summer,joy,0.016666667,0.116666667,0.266666667,0.76517475,0.45
691,Justin Bieber,Rockin’ Around The Christmas Tree,joy,0.017039448,0.431818182,0.090909091,0.97585547,0.136363636
692,Lady Gaga,Just Dance (Trevor Simpson Edit),joy,0.001971535,0.083333333,0.316666667,0.99115115,0.45
693,Post Malone,SoFlo Like Antonio,joy,0.683333333,0.15,0.2922765,0.54571253,0.057228863
694,Justin Bieber,Turn Up,joy,0.019607843,0.000667255,0.156862745,0.97071606,0.509803922
695,Eminem,Rap City,joy,0.0058483,0.157894737,0.210526316,0.77555716,0.035087719
696,Justin Bieber,Somebody to Love (J-Stax Remix),joy,0.004570982,0.002161765,0.4,0.022222222,0.98219705
697,Maroon 5,Crazy Little Thing Called Love (Acoustic Version),joy,0.056298044,0.7,0.05,0.91987884,0.05
698,Maroon 5,Moves Like Jagger (Remix),joy,0.012533527,0.2,0.8,0.95343226,0.0023391
699,Eminem,PhatBeats Prank Call,joy,0.16144414,0.055555556,0.7665812,0.833333333,0.055555556
700,Selena Gomez,Bang A Drum,joy,0.007080836,0.033333333,0.866666667,0.9791022,0.066666667
701,Selena Gomez,Lover In Me,joy,0.05,0.9,0.016666667,0.000628249,0.99105763
702,Eminem,Freestyle (The Watcher),joy,0.016941853,0.166666667,0.5819335,0.433333333,0.2
703,Eminem,Rap City Freestyle (I’m a Big Deal),joy,0.008141018,0.157894737,0.210526316,0.9631648,0.035087719
704,Maroon 5,Don’t Wanna Know (Extended Version),joy,0.01896901,0.933333333,0.033333333,0.007577875,0.70327866
705,Taylor Swift,Live For The Little Things,joy,0.78094834,0.033333333,0.183333333,0.316666667,0.466666667
706,Maroon 5,Lucky Strike,joy,0.019207627,0.183333333,0.433333333,0.63104165,0.333333333
707,Justin Bieber,Santa Claus Is Coming to Town,joy,0.061990105,0.016666667,0.433333333,0.89600515,0.3
708,Lady Gaga,Lush Life,joy,0.466666667,0.7447239,0.015958099,0.1064013,0.2
709,Selena Gomez,Forget Forever,joy,0.016666667,0.9759443,0.004023642,0.066666667,0.016666667
710,Selena Gomez,Dance Again,joy,0.6883663,0.142857143,0.160714286,0.22808239,0.607142857
711,Nicki Minaj,Pound the Alarm (Kitz Looper mix),joy,0.005492192,0.016666667,0.316666667,0.9704836,0.55
712,Lady Gaga,White Christmas (Live),joy,0.1,0.433333333,0.183333333,0.96402276,0.233333333
713,Lady Gaga,Stupid Love,joy,0.05156132,0.7898,0.533333333,0.116666667,0.183333333
714,Maroon 5,Don’t Wanna Know (Total Ape Remix),joy,0.016666667,0.2,0.166666667,0.416666667,0.8984431
715,Taylor Swift,Welcome Back Grunwald,joy,0.006402693,0.183333333,0.266666667,0.9855408,0.483333333
716,Selena Gomez,I Believe I Can Fly (Cover),joy,0.29342082,0.416666667,0.257421,0.3588766,0.15
717,Lady Gaga,Do What U Want (Red Ant & Amp Lexvas Deep House Remix),joy,0.007707092,0.000794346,0.9244459,0.316666667,0.416666667
718,Maroon 5,Sugar,joy,0.033333333,0.522225,0.166666667,0.4,0.45343655
719,Selena Gomez,Come & Get It (Fred Falke Club Remix),joy,0.68663806,0.316666667,0.05,0.383333333,0.22048374
720,Justin Bieber,What Do You Mean? [Angelika Vee Cover] - Justin Caruso Remix,joy,0.06030704,0.516666667,0.8372628,0.066666667,0.1
721,Lady Gaga,Musicland,joy,0.2,0.65,0.033333333,0.968573,0.066666667
722,Eminem,My Salsa,joy,0.083333333,0.033333333,0.066666667,0.97464097,0.8
723,Taylor Swift,Starlight,joy,0.15283927,0.15,0.116666667,0.82498586,0.533333333
724,Lady Gaga,Do Me Right,joy,0.071428571,0.178571429,0.089285714,0.8808248,0.339285714
725,Eminem,8 Mile: Cheddar Bob Freestyle,joy,0.1,0.033333333,0.59616923,0.466666667,0.116666667
726,Justin Bieber,What Do You Mean (90's Remix),joy,0.05,0.5,0.8696594,0.266666667,0.033333333
727,Lady Gaga,Retro Physical,joy,0.017896844,0.133333333,0.7,0.95843345,0.133333333
728,Selena Gomez,Slow Down (Danny Verde Remix),joy,0.26033032,0.000641612,0.233333333,0.70084983,0.65
729,Maroon 5,Be Nice,joy,0.11043039,0.283333333,0.7081401,0.2,0.366666667
730,Nicki Minaj,Starships [Edited Version] [Edit] by Nicki Minaj,joy,0.009003357,0.000489547,0.333333333,0.96527374,0.533333333
731,Taylor Swift,Christmas Must Be Something More,joy,0.6440362,0.2,0.366666667,0.316666667,0.116666667
732,Taylor Swift,Christmas Tree Farm (Recorded Live at the 2019 iHeartRadio Jingle Ball),joy,0.15988447,0.583333333,0.05,0.7710267,0.166666667
733,Taylor Swift,ME! (Billboard Music Awards Live Rehearsal Audio),joy,0.14241746,0.166666667,0.333333333,0.5154382,0.3044149
734,Nicki Minaj,Mi Casa,joy,0.002440011,0.216666667,0.9252203,0.116666667,0.433333333
735,Maroon 5,Give a Little More,joy,0.010453059,0.94632554,0.283333333,0.583333333,0.133333333
736,Nicki Minaj,Super Bass,joy,0.007487456,0.133333333,0.683333333,0.6123924,0.15
737,Lady Gaga,Disco Heaven,joy,0.009923452,0.15,0.55,0.9815611,0.266666667
738,Maroon 5,Little of Your Time,joy,0.02622995,0.43156442,0.555555556,0.266666667,0.52518654
739,Justin Bieber,Happy New Year,joy,0.005872548,0.2,0.45,0.98417467,0.2
740,Nicki Minaj,Lollipop (Remix),joy,0.002052368,0.1,0.216666667,0.9865268,0.366666667
741,Lady Gaga,Applause,joy,0.02215356,0.016666667,0.216666667,0.20583199,0.766666667
742,Justin Bieber,Fa La La,joy,0.06467181,0.001069443,0.283333333,0.5843544,0.4
743,Justin Bieber,Somebody to Love,joy,0.029509198,0.001420074,0.016666667,0.08188817,0.983333333
744,Post Malone,Congratulations,joy,0.028040688,0.15,0.516666667,0.95415974,0.166666667
745,Nicki Minaj,Barbie Girl,joy,0.008262325,0.2,0.05,0.9678218,0.516666667
746,Eminem,Berzerk Explained,joy,0.033333333,0.033333333,0.533333333,0.9651316,0.216666667
747,Nicki Minaj,Sunshine (2007),joy,0.002111251,0.000732235,0.921568627,0.9876286,0.078431373
748,Ariana Grande,My Everything,power,0.035714286,0.8858203,0.875,0.000887779,0.103104375
749,Lady Gaga,Tokyo,power,0.033333333,0.001830738,0.4,0.066666667,0.994009
750,Eminem,Rap Game (Bump Heads),power,0.021218697,0.006287712,0.333333333,0.75135666,0.633333333
751,Taylor Swift,...Ready for It? (BloodPop® Remix),power,0.028115328,0.1,0.45,0.64312977,0.316666667
752,Lady Gaga,I Like It Rough,power,0.030764822,0.05,0.65,0.233333333,0.75470644
753,Eminem,Jimmy Crack Corn,power,0.005321432,0.009110577,0.866666667,0.13498254,0.005535974
754,Ariana Grande,"Thank u, next (Jennifer Coolidge and Ariana Grande conversation)",power,0.001528987,0.116666667,0.616666667,0.9108238,0.2
755,Nicki Minaj,Gettin Cake,power,0.006169552,0.001147465,0.409090909,0.9435612,0.409090909
756,Ariana Grande,Why Try,power,0.020678949,0.1,0.4,0.3,0.30713537
757,Taylor Swift,Getaway Car,power,0.01367784,0.923611,0.533333333,0.233333333,0.216666667
758,Eminem,Hell Breaks Loose,power,0.02,0.000745271,0.92,0.3614193,0.06
759,Selena Gomez,Same Old Love,power,0.11320278,0.316666667,0.233333333,0.54915017,0.15
760,Taylor Swift,R.E.V.E.N.G.E.,power,0.22205864,0.41201276,0.716666667,0.23754546,0.11072292
761,Justin Bieber,Break It Down,power,0.17636111,0.166666667,0.416666667,0.66506624,0.35
762,Eminem,Godzilla,power,0.034419216,0.066666667,0.7,0.39877093,0.016666667
763,Taylor Swift,Don't Blame Me,power,0.094157875,0.3953912,0.44497168,0.216666667,0.183333333
764,Lady Gaga,Fashion!,power,0.012618345,0.035714286,0.464285714,0.972329,0.428571429
765,Maroon 5,Wake Up Call (David Banner Remix),power,0.004650967,0.10898244,0.733333333,0.05,0.82768553
766,Ariana Grande,Be Alright (Demo),power,0.08899735,0.05,0.616666667,0.4357764,0.1
767,Lady Gaga,Out of Control,power,0.033333333,0.072666265,0.466666667,0.116666667,0.9045779
768,"League of Legends, Against The Current",Legends Never Die,power,0.21772623,0.083333333,0.72339123,0.1,0.1
769,Nicki Minaj,Naked,power,0.008039494,0.25379413,0.196428571,0.089285714,0.7348602
770,Avicii,Hey Brother,power,0.73876804,0.383333333,0.416666667,0.133333333,0.08051858
771,Eminem,Berzerk,power,0.054860253,0.066666667,0.8,0.44194505,0.05
772,Taylor Swift,Only The Young,power,0.018565888,0.038461538,0.915541,0.06280474,0.884615385
773,Lady Gaga,The Fame (Glam As You Remix) [Radio Edit Version],power,0.09183163,0.01919488,0.516666667,0.65445846,0.333333333
774,Taylor Swift,Look What You Made Me Do,power,0.021565266,0.083333333,0.67498684,0.16636723,0.45
775,BeyoncÃ©,Check on It (Homecoming Live),power,0.010908798,0.033333333,0.5,0.89922786,0.4
776,Lady Gaga,Sinner's Prayer,power,0.036829636,0.3,0.433333333,0.7290189,0.233333333
777,Eminem,Cinderella Man,power,0.006996617,0.001932931,0.983333333,0.8440313,0.016666667
778,"League of Legends, PVRIS",Burn It All Down,power,0.066666667,0.001006818,0.5619295,0.4173325,0.616666667
779,Lady Gaga,The Fierce Mama-Gaga,power,0.007449622,0.05,0.733333333,0.97688895,0.05
780,Selena Gomez,Cruella De Vil,power,0.031144345,0.016666667,0.86924547,0.2,0.35
781,Cardi B,Sick 16 (Freestyle),power,0.004881516,0.222222222,0.7821509,0.20807408,0.222222222
782,Selena Gomez,Good For You (Nebbra Remix),power,0.58994573,0.166666667,0.466666667,0.30338386,0.133333333
783,Taylor Swift,Cruel Summer,power,0.13897616,0.389830508,0.423728814,0.29389054,0.5380791
784,Lady Gaga,LoveGame,power,0.013564611,0.00440039,0.65,0.7482062,0.3
785,Lady Gaga,Marry the Night,power,0.32032475,0.033333333,0.666666667,0.31203878,0.116666667
786,Billie Eilish,​ocean eyes (Cautious Clay Remix),power,0.047473717,0.6810869,0.816666667,0.066666667,0.2376412
787,Eminem,Discombobulated,power,0.03290334,0.15,0.833333333,0.6448586,0.016666667
788,Maroon 5,Memories (Dillon Francis Remix),power,0.017232388,0.203703704,0.203703704,0.222222222,0.53979456
789,Nicki Minaj,Warning - 97663,power,0.004405073,0.041962333,0.65017736,0.566666667,0.283333333
790,Taylor Swift,1989 World Tour Dates,power,0.010813949,0.066666667,0.516666667,0.8436889,0.35
791,Nicki Minaj,Good Form,power,0.056311406,0.001189433,0.85,0.20132083,0.15
792,Billie Eilish,Six Feet Under (Aire Atlantica Remix),power,0.003607306,0.083333333,0.566666667,0.2,0.95295763
793,Eminem,3 Verses,power,0.016666667,0.1,0.683333333,0.50567454,0.083333333
794,Nicki Minaj,Chun-Li,power,0.05,0.066666667,0.733333333,0.4407682,0.1
795,Nicki Minaj,Roman's Revenge 2.0,power,0.01051103,0.05,0.883333333,0.80407,0.016666667
796,Eminem,Slim Shady,power,0.003465241,0.000595965,0.95013416,0.35,0.05
797,Taylor Swift,Long Time Coming,power,0.083333333,0.41234285,0.166666667,0.233333333,0.52126557
798,"David Guetta, Sia",Titanium (feat. Sia),power,0.018757947,0.083333333,0.9598889,0.1,0.266666667
799,Lady Gaga,Bad Romance (Skrillex Remix),power,0.004527419,0.1,0.5,0.2,0.8998843
800,Billie Eilish,NOT MY RESPONSIBILITY,power,0.025814494,0.3463752,0.916666667,0.066666667,0.46803698
801,Cardi B,Lick (Remix),power,0.016666667,0.002715606,0.85,0.514962,0.133333333
802,Lady Gaga,The Fame,power,0.20696825,0.095618494,0.733333333,0.3585978,0.166666667
803,Eminem,Crack A Bottle (Shady Remix),power,0.04787436,0.05,0.75,0.8645063,0.033333333
804,BeyoncÃ©,Top Off (Homecoming Live),power,0.014012703,0.001080253,0.433333333,0.94674057,0.416666667
805,Eminem,Drop the Bomb on ’Em,power,0.009018041,0.002232359,0.9,0.32507572,0.033333333
806,Eminem,Rhyme or Reason,power,0.009987997,0.216666667,0.683333333,0.92655545,0.066666667
807,Nicki Minaj,Want Some More (Remix),power,0.016666667,0.05,0.216666667,0.94821966,0.7
808,Maroon 5,Best 4 U,power,0.007273973,0.70808357,0.7,0.15,0.28002104
809,Sia,Unstoppable,power,0.28991768,0.016666667,0.61527747,0.25,0.3
810,Lady Gaga,Bad Romance (Grum Remix),power,0.00166285,0.059677135,0.233333333,0.083333333,0.9341736
811,Justin Bieber,Ride,power,0.133333333,0.066666667,0.55,0.15,0.98870426
812,Eminem,Hate Me Now Freestyle,power,0.016666667,0.016666667,0.99114907,0.003943257,0.533333333
813,Selena Gomez,Do It,power,0.025335606,0.054545455,0.290909091,0.52654463,0.654545455
814,Nicki Minaj,Roman's Revenge (Busta Rhymes Remix),power,0.07996473,0.05,0.883333333,0.8214566,0.016666667
815,Post Malone,Thatâ It,power,0.066666667,0.016666667,0.8,0.9630432,0.1
816,Sam Tinnesz,Legends Are Made,power,0.09910745,0.107142857,0.7325585,0.16581513,0.035714286
817,Nicki Minaj,I'm Legit,power,0.006714594,0.032542676,0.783783784,0.81987196,0.135135135
818,Taylor Swift,"Sugar, We're Going Down",power,0.02890587,0.166666667,0.683333333,0.066666667,0.81652683
819,Eminem,Verse 3,power,0.033333333,0.004096074,0.7173684,0.24717264,0.2
820,Ariana Grande,Be Alright [Justin Bieber Cover],power,0.033333333,0.166666667,0.45,0.083333333,0.92562735
821,Lady Gaga,The Edge of Glory - Foster The People Remix,power,0.016666667,0.018533722,0.1,0.116666667,0.9556739
822,BeyoncÃ©,Single Ladies (Put a Ring on It) [Live],power,0.009347967,0.11511169,0.35,0.46627644,0.633333333
823,Justin Bieber,Running Over (Original Version),power,0.041129973,0.007869614,0.745762712,0.90486586,0.13559322
824,Lady Gaga,Bad Romance (DJ Dan Remix),power,0.002142352,0.066666667,0.533333333,0.033333333,0.97599095
825,Ariana Grande,Santa Tell Me,power,0.05257741,0.066666667,0.333333333,0.7975537,0.266666667
826,Eminem,WJLB 1998 Promo,power,0.015451415,0.031072881,0.966666667,0.6140508,0.053734176
827,Ariana Grande,​started*,power,0.007556681,0.035087719,0.210526316,0.92547905,0.736842105
828,"Flo Rida, Sage The Gemini, Lookas",GDFR (feat. Sage the Gemini & Lookas),power,0.033333333,0.016666667,0.716666667,0.95389205,0.15
829,Eminem,The Equalizer : Soundtrack,power,0.01975181,0.15,0.8,0.92658496,0.033333333
830,Lady Gaga,Heal Me,power,0.15627274,0.5176475,0.283333333,0.216666667,0.266666667
831,Eminem,Evil Twin,power,0.4967491,0.08210355,0.883333333,0.30419433,0.05
832,Lady Gaga,Hair,power,0.05619963,0.133333333,0.733333333,0.7578598,0.066666667
833,Nicki Minaj,Barbie Dreams,power,0.006299391,0.2,0.26004755,0.731842,0.516666667
834,Eminem,G.O.A.T.,power,0.008458895,0.083333333,0.9,0.9413345,0.016666667
835,BeyoncÃ©,New Shoes,power,0.12,0.14,0.54,0.9542876,0.2
836,Eminem,"Murder, Murder",power,0.039139558,0.016666667,0.85,0.27294394,0.083333333
837,Taylor Swift,Better Than Revenge (Live/2011),power,0.019460693,0.44369742,0.95,0.048189156,0.40224093
838,Lady Gaga,Trigger (Demo),power,0.029411765,0.176470588,0.47723624,0.48288396,0.323529412
839,Nicki Minaj,Gettin' Paid,power,0.027136274,0.016666667,0.766666667,0.66363364,0.216666667
840,Nicki Minaj,Tempo,power,0.007028615,0.05,0.85,0.25275823,0.72603846
841,Eminem,Gnat,power,0.02739208,0.016666667,0.933333333,0.25646216,0.000381625
842,BeyoncÃ©,Halo (Hope for Haiti Now),power,0.183333333,0.033333333,0.766666667,0.02542877,0.9595935
843,Post Malone,Ball For Me,power,0.016666667,0.066666667,0.666666667,0.98612183,0.133333333
844,Post Malone,Playboy Bunny,power,0.033333333,0.15,0.6,0.56240755,0.116666667
845,Cardi B,The Good (Unreleased),power,0.009379337,0.9667291,0.516666667,0.033333333,0.433333333
846,Taylor Swift,Red (Original Demo Recording),power,0.08081757,0.14662154,0.616666667,0.133333333,0.7135133
847,Lady Gaga,Retrosexual,power,0.010154991,0.016666667,0.783333333,0.97478795,0.083333333
